,year,artist,track,time,date.entered,week,rating
8721,2000,Kumbia Kings,U Don't Love Me,3:50,2000-03-04,wk28,
8722,2000,LFO,I Don't Wanna Kiss Y...,5:00,2000-04-15,wk28,
8723,2000,LFO,West Side Story,3:27,2000-08-05,wk28,
8724,2000,LL Cool J,Imagine That,4:00,2000-08-12,wk28,
8725,2000,"Larrieux, Amel",Get Up,4:02,2000-03-04,wk28,
8726,2000,"Lawrence, Tracy",Lessons Learned,2:55,2000-01-29,wk28,
8727,2000,"Levert, Gerald",Baby U Are,4:10,2000-08-19,wk28,
8728,2000,"Levert, Gerald",Mr. Too Damn Good,4:06,2000-03-18,wk28,
8729,2000,Lil Bow Wow,Bounce With Me,3:22,2000-08-19,wk28,
8730,2000,Lil Wayne,Tha Block Is Hot,4:13,1999-12-04,wk28,
8731,2000,Lil' Kim,How Many Licks?,3:50,2000-11-25,wk28,
8732,2000,Lil' Kim,No Matter What They ...,4:12,2000-07-15,wk28,
8733,2000,Lil' Mo,Ta Da,4:17,2000-08-12,wk28,
8734,2000,Lil' Zane,Callin' Me,3:43,2000-07-29,wk28,
8735,2000,Limp Bizkit,N 2 Gether Now,3:55,1999-12-04,wk28,
8736,2000,Limp Bizkit,Re-Arranged,4:08,1999-12-04,wk28,
8737,2000,Limp Bizkit,Rollin',4:04,2000-11-11,wk28,
8738,2000,Lonestar,Amazed,4:25,1999-06-05,wk28,
8739,2000,Lonestar,Smile,3:33,1999-12-18,wk28,
8740,2000,Lonestar,What About Now,3:30,2000-06-10,wk28,
8741,2000,"Lopez, Jennifer",Feelin' Good,4:28,2000-02-19,wk28,
8742,2000,"Loveless, Patty",That's The Kind Of M...,3:27,2000-09-16,wk28,
8743,2000,Lox,"Ryde or Die, Chick",3:56,2000-03-18,wk28,
8744,2000,Lucy Pearl,Dance Tonight,3:45,2000-05-20,wk28,
8745,2000,Ludacris,What's Your Fantasy,4:16,2000-09-30,wk28,
8746,2000,M2M,Don't Say You Love M...,3:41,1999-11-20,wk28,
8747,2000,M2M,Mirror Mirror,3:19,2000-04-01,wk28,
8748,2000,Madison Avenue,Don't Call Me Baby,3:44,2000-07-08,wk28,
8749,2000,Madonna,American Pie,4:30,2000-02-19,wk28,
8750,2000,Madonna,Music,3:45,2000-08-12,wk28,
8751,2000,"Martin, Ricky",Private Emotion,4:02,2000-03-11,wk28,
8752,2000,"Martin, Ricky",Shake Your Bon-Bon,3:08,1999-11-20,wk28,
8753,2000,"Martin, Ricky",She Bangs,4:02,2000-10-07,wk28,
8754,2000,Mary Mary,Shackles (Praise You...,3:12,2000-03-25,wk28,
8755,2000,Master P,Souljas,3:33,2000-11-18,wk28,
8756,2000,"McBride, Martina",Love's The Only Hous...,5:13,2000-02-05,wk28,
8757,2000,"McBride, Martina",There You Are,3:26,2000-09-09,wk28,
8758,2000,"McEntire, Reba",I'll Be,4:23,2000-05-13,wk28,
8759,2000,"McEntire, Reba",What Do You Say,3:26,1999-10-30,wk28,
8760,2000,"McGraw, Tim",My Best Friend,4:33,1999-11-27,wk28,
8761,2000,"McGraw, Tim",My Next Thirty Years,3:37,2000-10-21,wk28,
8762,2000,"McGraw, Tim",Some Things Never Ch...,3:56,2000-05-13,wk28,
8763,2000,"McKnight, Brian",Stay Or Let It Go,4:32,2000-02-26,wk28,
8764,2000,"Messina, Jo Dee",Because You Love Me,3:50,2000-01-29,wk28,
8765,2000,"Messina, Jo Dee",That's The Way,3:17,2000-06-24,wk28,
8766,2000,Metallica,I Disappear,4:26,2000-05-13,wk28,
8767,2000,Metallica,No Leaf Clover (Live...,5:43,2000-02-12,wk28,
8768,2000,Montgomery Gentry,Daddy Won't Sell The...,4:18,2000-03-04,wk28,
8769,2000,"Montgomery, John Michael",The Little Girl,3:52,2000-09-09,wk28,
8770,2000,"Moore, Chante",Straight Up,3:40,2000-10-28,wk28,
8771,2000,"Moore, Mandy",I Wanna Be With You,4:12,2000-06-17,wk28,
8772,2000,"Mumba, Samantha",Gotta Tell You,3:19,2000-09-09,wk28,
8773,2000,Musiq,Just Friends,4:02,2000-10-14,wk28,
8774,2000,Mya,Case Of The Ex (What...,3:50,2000-08-19,wk28,24.0
8775,2000,Mya,The Best Of Me,4:12,2000-04-15,wk28,
8776,2000,Mystikal,Shake Ya Ass,4:46,2000-08-12,wk28,
8777,2000,N'Sync,Bye Bye Bye,3:15,2000-01-29,wk28,
8778,2000,N'Sync,It's Gonna Be Me,3:10,2000-05-06,wk28,
8779,2000,N'Sync,This I Promise You,4:23,2000-09-30,wk28,
8780,2000,Nas,You Owe Me,3:51,2000-03-25,wk28,
8781,2000,Nelly,(Hot S**t) Country G...,4:17,2000-04-29,wk28,17.0
8782,2000,Next,Wifey,4:03,2000-05-27,wk28,
8783,2000,Nine Days,Absolutely (Story Of...,3:09,2000-05-06,wk28,
8784,2000,Nine Days,If I Am,4:18,2000-12-02,wk28,
8785,2000,No Doubt,Simple Kind Of Life,4:11,2000-07-01,wk28,
8786,2000,Nu Flavor,3 Little Words,3:54,2000-06-03,wk28,
8787,2000,"Offspring, The",Original Prankster,3:42,2000-11-25,wk28,
8788,2000,"Paisley, Brad",Me Neither,3:19,2000-05-13,wk28,
8789,2000,"Paisley, Brad",We Danced,3:45,2000-10-14,wk28,
8790,2000,Papa Roach,Last Resort,3:19,2000-07-29,wk28,
8791,2000,Pearl Jam,Nothing As It Seems,5:20,2000-05-13,wk28,
8792,2000,Pink,Most Girls,4:06,2000-08-12,wk28,
8793,2000,Pink,There U Go,3:23,2000-03-04,wk28,39.0
8794,2000,"Price, Kelly",As We Lay,6:20,2000-07-15,wk28,
8795,2000,"Price, Kelly",Love Sets You Free,3:46,2000-05-13,wk28,
8796,2000,"Price, Kelly",You Should've Told M...,3:12,2000-09-23,wk28,
8797,2000,Profyle,Liar,3:57,2000-09-16,wk28,
8798,2000,Puff Daddy,Best Friend,5:33,2000-02-12,wk28,
8799,2000,Q-Tip,Breathe And Stop,4:06,2000-01-22,wk28,
8800,2000,R.E.M.,The Great Beyond,4:10,1999-12-25,wk28,
8801,2000,Rascal Flatts,Prayin' For Daylight,3:36,2000-05-06,wk28,
8802,2000,"Raye, Collin",Couldn't Last A Mome...,3:40,2000-03-18,wk28,
8803,2000,Red Hot Chili Peppers,Californication,5:21,2000-07-29,wk28,
8804,2000,Red Hot Chili Peppers,Otherside,4:13,2000-02-12,wk28,
8805,2000,"Rimes, LeAnn",Big Deal,3:03,1999-10-16,wk28,
8806,2000,"Rimes, LeAnn",Can't Fight The Moon...,3:33,2000-09-09,wk28,
8807,2000,"Rimes, LeAnn",I Need You,3:42,2000-05-27,wk28,
8808,2000,"Rogers, Kenny",Buy Me A Rose,3:46,2000-03-11,wk28,
8809,2000,Ruff Endz,No More,3:56,2000-07-01,wk28,
8810,2000,Sammie,I Like It,4:09,2000-01-29,wk28,
8811,2000,Santana,"Maria, Maria",4:18,2000-02-12,wk28,
8812,2000,Savage Garden,Crash And Burn,4:41,2000-04-08,wk28,
8813,2000,Savage Garden,I Knew I Loved You,4:07,1999-10-23,wk28,24.0
8814,2000,SheDaisy,Deck The Halls,3:46,1999-12-25,wk28,
8815,2000,SheDaisy,I Will.. But,3:40,2000-07-15,wk28,
8816,2000,SheDaisy,This Woman Needs,3:20,2000-02-05,wk28,
8817,2000,"Sheist, Shade",Where I Wanna Be,4:16,2000-11-11,wk28,
8818,2000,Shyne,Bad Boyz,4:22,2000-09-09,wk28,
8819,2000,"Simpson, Jessica",I Think I'm In Love ...,3:32,2000-07-01,wk28,
8820,2000,"Simpson, Jessica",Where You Are,3:51,2000-04-01,wk28,
8821,2000,Sisqo,Got To Get It,3:52,1999-11-20,wk28,
8822,2000,Sisqo,Incomplete,3:52,2000-06-24,wk28,
8823,2000,Sisqo,Thong Song,4:05,2000-01-29,wk28,46.0
8824,2000,Sister Hazel,Change Your Mind,4:02,2000-07-15,wk28,
8825,2000,Smash Mouth,Then The Morning Com...,3:04,1999-10-30,wk28,
8826,2000,"Smith, Will",Freakin' It,3:58,2000-02-12,wk28,
8827,2000,Son By Four,A Puro Dolor (Purest...,3:30,2000-04-08,wk28,
8828,2000,Sonique,It Feels So Good,3:48,2000-01-22,wk28,
8829,2000,SoulDecision,Faded,3:25,2000-07-08,wk28,
8830,2000,"Spears, Britney",From The Bottom Of M...,4:30,2000-01-29,wk28,
8831,2000,"Spears, Britney",Lucky,3:23,2000-08-12,wk28,
8832,2000,"Spears, Britney",Oops!.. I Did It Aga...,3:30,2000-04-22,wk28,
8833,2000,"Spencer, Tracie",Still In My Heart,4:11,2000-03-04,wk28,
8834,2000,Splender,I Think God Can Expl...,3:55,2000-06-10,wk28,
8835,2000,Sting,Desert Rose,3:52,2000-05-13,wk28,
8836,2000,Stone Temple Pilots,Sour Girl,4:16,2000-07-08,wk28,
8837,2000,"Stone, Angie",No More Rain (In Thi...,4:42,1999-12-25,wk28,
8838,2000,"Strait, George",Go On,3:48,2000-08-26,wk28,
8839,2000,"Strait, George",The Best Day,3:24,2000-01-29,wk28,
8840,2000,Sugar Ray,Falls Apart,4:15,2000-01-15,wk28,
8841,2000,TLC,Dear Lie,4:36,2000-02-12,wk28,
8842,2000,Tamar,If You Don't Wanna L...,4:02,2000-03-25,wk28,
8843,2000,Tamia,Can't Go For That,3:38,2000-09-16,wk28,
8844,2000,Third Eye Blind,Deep Inside Of You,4:10,2000-09-02,wk28,
8845,2000,Third Eye Blind,Never Let You Go,3:57,2000-01-22,wk28,
8846,2000,"Thomas, Carl",Emotional,4:31,2000-11-25,wk28,
8847,2000,"Thomas, Carl",I Wish,3:50,2000-03-25,wk28,
8848,2000,"Thomas, Carl",Summer Rain,4:57,2000-09-23,wk28,
8849,2000,"Tippin, Aaron",Kiss This,2:53,2000-08-26,wk28,
8850,2000,Train,Meet Virginia,3:55,1999-10-09,wk28,
8851,2000,Trick Daddy,Shut Up,4:17,2000-05-20,wk28,
8852,2000,Trina,Pull Over,2:58,2000-09-09,wk28,
8853,2000,"Tritt, Travis",Best Of Intentions,4:15,2000-08-19,wk28,
8854,2000,Tuesday,I Know,4:06,2000-12-30,wk28,
8855,2000,"Urban, Keith",Your Everything,4:10,2000-07-15,wk28,
8856,2000,Usher,Pop Ya Collar,3:36,2000-11-04,wk28,
8857,2000,"Vassar, Phil",Carlene,4:07,2000-03-04,wk28,
8858,2000,"Vassar, Phil",Just Another Day In ...,3:54,2000-09-30,wk28,
8859,2000,Vertical Horizon,Everything You Want,4:01,2000-01-22,wk28,3.0
8860,2000,Vertical Horizon,You're A God,3:45,2000-08-26,wk28,
8861,2000,Vitamin C,Graduation (Friends ...,4:23,2000-04-15,wk28,
8862,2000,Vitamin C,The Itch,3:30,2000-12-02,wk28,
8863,2000,"Walker, Clay","Live, Laugh, Love",4:06,1999-12-04,wk28,
8864,2000,"Walker, Clay",The Chain Of Love,5:03,2000-04-15,wk28,
8865,2000,"Wallflowers, The",Sleepwalker,3:29,2000-10-28,wk28,
8866,2000,Westlife,Swear It Again,4:07,2000-04-01,wk28,
8867,2000,"Williams, Robbie",Angels,3:56,1999-11-20,wk28,
8868,2000,"Wills, Mark",Back At One,4:00,2000-01-15,wk28,
8869,2000,"Worley, Darryl",When You Need My Lov...,3:35,2000-06-17,wk28,
8870,2000,"Wright, Chely",It Was,3:51,2000-03-04,wk28,
8871,2000,Yankee Grey,Another Nine Minutes,3:10,2000-04-29,wk28,
8872,2000,"Yearwood, Trisha",Real Live Woman,3:55,2000-04-01,wk28,
8873,2000,Ying Yang Twins,Whistle While You Tw...,4:19,2000-03-18,wk28,
8874,2000,Zombie Nation,Kernkraft 400,3:30,2000-09-02,wk28,
8875,2000,matchbox twenty,Bent,4:12,2000-04-29,wk28,20.0
8876,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk29,
8877,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk29,
8878,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk29,4.0
8879,2000,3 Doors Down,Loser,4:24,2000-10-21,wk29,
8880,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk29,
8881,2000,98^0,Give Me Just One Nig...,3:24,2000-08-19,wk29,
8882,2000,A*Teens,Dancing Queen,3:44,2000-07-08,wk29,
8883,2000,Aaliyah,I Don't Wanna,4:15,2000-01-29,wk29,
8884,2000,Aaliyah,Try Again,4:03,2000-03-18,wk29,22.0
8885,2000,"Adams, Yolanda",Open My Heart,5:30,2000-08-26,wk29,
8886,2000,"Adkins, Trace",More,3:05,2000-04-29,wk29,
8887,2000,"Aguilera, Christina",Come On Over Baby (A...,3:38,2000-08-05,wk29,
8888,2000,"Aguilera, Christina",I Turn To You,4:00,2000-04-15,wk29,
8889,2000,"Aguilera, Christina",What A Girl Wants,3:18,1999-11-27,wk29,
8890,2000,Alice Deejay,Better Off Alone,6:50,2000-04-08,wk29,
8891,2000,"Allan, Gary",Smoke Rings In The D...,4:18,2000-01-22,wk29,
8892,2000,Amber,Sexual,4:38,1999-07-17,wk29,49.0
8893,2000,Anastacia,I'm Outta Love,4:01,2000-04-01,wk29,
8894,2000,"Anthony, Marc",My Baby You,3:59,2000-09-16,wk29,
8895,2000,"Anthony, Marc",You Sang To Me,3:50,2000-02-26,wk29,35.0
8896,2000,Avant,My First Love,4:28,2000-11-04,wk29,
8897,2000,Avant,Separated,4:13,2000-04-29,wk29,
8898,2000,BBMak,Back Here,3:35,2000-04-29,wk29,42.0
8899,2000,"Backstreet Boys, The",Shape Of My Heart,3:49,2000-10-14,wk29,
8900,2000,"Backstreet Boys, The",Show Me The Meaning ...,3:54,2000-01-01,wk29,
8901,2000,"Backstreet Boys, The",The One,3:46,2000-05-27,wk29,
8902,2000,"Badu, Erkyah",Bag Lady,5:03,2000-08-19,wk29,
8903,2000,Baha Men,Who Let The Dogs Out,3:17,2000-07-22,wk29,
8904,2000,Barenaked Ladies,Pinch Me,3:46,2000-09-09,wk29,
8905,2000,Beenie Man,Girls Dem Sugar,4:17,2000-10-21,wk29,
8906,2000,Before Dark,Monica,4:04,2000-05-20,wk29,
8907,2000,"Bega, Lou",Tricky Tricky ,3:23,2000-01-29,wk29,
8908,2000,Big Punisher,It's So Hard,3:25,2000-04-22,wk29,
8909,2000,Black Rob,Whoa!,4:04,2000-03-04,wk29,
8910,2000,"Black, Clint",Been There,5:28,2000-02-19,wk29,
8911,2000,Blaque,Bring It All To Me,3:46,1999-10-23,wk29,42.0
8912,2000,"Blige, Mary J.",Deep Inside,5:26,1999-11-13,wk29,
8913,2000,"Blige, Mary J.",Give Me You,5:00,2000-04-15,wk29,
8914,2000,Blink-182,All The Small Things,2:52,1999-12-04,wk29,
8915,2000,Bloodhound Gang,The Bad Touch,4:20,2000-03-18,wk29,
8916,2000,Bon Jovi,It's My Life,3:44,2000-08-12,wk29,
8917,2000,"Braxton, Toni",He Wasn't Man Enough,4:21,2000-03-18,wk29,17.0
8918,2000,"Braxton, Toni",Just Be A Man About ...,4:10,2000-07-29,wk29,
8919,2000,"Braxton, Toni",Spanish Guitar,4:24,2000-12-02,wk29,
8920,2000,"Brock, Chad",A Country Boy Can Su...,3:54,2000-01-01,wk29,
8921,2000,"Brock, Chad",Yes!,3:22,2000-04-08,wk29,
8922,2000,Brooks & Dunn,You'll Always Be Lov...,2:58,2000-06-10,wk29,
8923,2000,"Brooks, Garth",Do What You Gotta Do,2:56,2000-02-19,wk29,
8924,2000,"Byrd, Tracy",Put Your Hand In Min...,4:30,2000-01-29,wk29,
8925,2000,"Cagle, Chris",My Love Goes On And ...,3:02,2000-10-21,wk29,
8926,2000,Cam'ron,What Means The World...,4:38,2000-10-14,wk29,
8927,2000,"Carey, Mariah",Crybaby,5:19,2000-06-24,wk29,
8928,2000,"Carey, Mariah",Thank God I Found Yo...,4:14,1999-12-11,wk29,
8929,2000,"Carter, Aaron",Aaron's Party (Come ...,3:23,2000-08-26,wk29,
8930,2000,"Carter, Torrey",Take That,3:43,2000-06-24,wk29,
8931,2000,Changing Faces,That Other Woman,4:00,2000-09-30,wk29,
8932,2000,"Chesney, Kenny",I Lost It,3:54,2000-10-21,wk29,
8933,2000,"Chesney, Kenny",What I Need To Do,4:05,2000-04-01,wk29,
8934,2000,Clark Family Experience,Meanwhile Back At Th...,2:56,2000-11-18,wk29,
8935,2000,"Clark, Terri",A Little Gasoline,3:07,2000-12-16,wk29,
8936,2000,Common,The Light,3:55,2000-08-05,wk29,
8937,2000,Counting Crows,Hanginaround,4:07,1999-11-06,wk29,
8938,2000,Creed,Higher,5:16,1999-09-11,wk29,43.0
8939,2000,Creed,With Arms Wide Open,3:52,2000-05-13,wk29,2.0
8940,2000,"Cyrus, Billy Ray",You Won't Be Lonely ...,3:45,2000-09-23,wk29,
8941,2000,D'Angelo,Left & Right,4:35,1999-12-11,wk29,
8942,2000,D'Angelo,Untitled (How Does I...,7:10,2000-01-22,wk29,
8943,2000,DMX,Party Up (Up In Here...,3:45,2000-02-26,wk29,
8944,2000,DMX,What You Want,4:05,2000-07-01,wk29,
8945,2000,DMX,What's My Name,3:50,2000-01-15,wk29,
8946,2000,Da Brat,That's What I'm Look...,3:44,2000-02-26,wk29,
8947,2000,Da Brat,What'Chu Like,3:57,2000-06-03,wk29,
8948,2000,"Davidson, Clay",Unconditional,3:56,2000-03-25,wk29,
8949,2000,De La Soul,All Good?,5:02,2000-12-23,wk29,
8950,2000,Destiny's Child,Independent Women Pa...,3:38,2000-09-23,wk29,
8951,2000,Destiny's Child,Jumpin' Jumpin',3:48,2000-05-13,wk29,24.0
8952,2000,Destiny's Child,Say My Name,4:31,1999-12-25,wk29,34.0
8953,2000,"Diffie, Joe",It's Always Somethin...,2:55,2000-08-12,wk29,
8954,2000,"Diffie, Joe",The Quittin' Kind,3:23,2000-01-01,wk29,
8955,2000,"Dion, Celine",That's The Way It Is,4:03,1999-11-13,wk29,
8956,2000,"Dixie Chicks, The",Cold Day In July,5:12,2000-06-24,wk29,
8957,2000,"Dixie Chicks, The",Cowboy Take Me Away,4:51,1999-11-27,wk29,
8958,2000,"Dixie Chicks, The",Goodbye Earl,4:19,2000-03-18,wk29,
8959,2000,"Dixie Chicks, The",Without You,3:32,2000-10-07,wk29,
8960,2000,Dr. Dre,Forgot About Dre,3:42,2000-01-22,wk29,
8961,2000,Dr. Dre,The Next Episode,2:38,2000-05-27,wk29,
8962,2000,Drama,"Left, Right, Left",3:37,2000-02-12,wk29,
8963,2000,Dream,He Loves U Not,3:43,2000-09-30,wk29,
8964,2000,"Eastsidaz, The",G'D Up,4:27,2000-01-08,wk29,
8965,2000,"Eastsidaz, The",Got Beef,3:58,2000-07-01,wk29,
8966,2000,Eiffel 65,Blue,3:29,1999-12-11,wk29,
8967,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,1999-11-27,wk29,
8968,2000,Eminem,Stan,5:26,2000-11-04,wk29,
8969,2000,Eminem,The Real Slim Shady,4:42,2000-05-06,wk29,
8970,2000,Eminem,The Way I Am,4:40,2000-08-26,wk29,
8971,2000,En Vogue,Riddle,5:10,2000-06-17,wk29,
8972,2000,"Estefan, Gloria",No Me Dejes De Quere...,3:25,2000-06-10,wk29,
8973,2000,"Evans, Sara",Born To Fly,5:36,2000-10-21,wk29,
8974,2000,Eve,Got It All,3:48,2000-07-15,wk29,
8975,2000,Eve,Love Is Blind,3:51,2000-01-08,wk29,
8976,2000,Everclear,Wonderful,4:30,2000-07-08,wk29,
8977,2000,"Fabian, Lara",I Will Love Again,3:43,2000-06-10,wk29,
8978,2000,Fatboy Slim,The Rockafeller Skan...,4:00,1999-11-13,wk29,
8979,2000,Filter,Take A Picture,4:23,1999-11-27,wk29,
8980,2000,Foo Fighters,Learn To Fly,3:55,1999-10-16,wk29,
8981,2000,Fragma,Toca's Miracle,3:22,2000-10-28,wk29,
8982,2000,Funkmaster Flex,Do You,4:14,2000-11-11,wk29,
8983,2000,Ghostface Killah,Cherchez LaGhost,3:04,2000-08-05,wk29,
8984,2000,"Gill, Vince",Feels Like Love,4:13,2000-09-02,wk29,
8985,2000,"Gilman, Billy",One Voice,4:07,2000-06-17,wk29,
8986,2000,Ginuwine,None Of Ur Friends B...,4:12,1999-12-11,wk29,
8987,2000,Ginuwine,The Best Man I Can B...,4:06,2000-01-08,wk29,
8988,2000,Goo Goo Dolls,Broadway,3:54,2000-04-22,wk29,
8989,2000,"Gray, Macy",I Try,3:52,2000-02-19,wk29,
8990,2000,"Griggs, Andy",She's More,3:19,2000-03-11,wk29,
8991,2000,Guy,Dancin',4:08,1999-12-18,wk29,
8992,2000,Hanson,This Time Around,4:14,2000-04-22,wk29,
8993,2000,"Hart, Beth",L.A. Song,3:47,1999-11-27,wk29,
8994,2000,"Heatherly, Eric",Flowers On The Wall,3:16,2000-04-29,wk29,
8995,2000,"Henley, Don",Taking You Home,4:08,2000-06-24,wk29,
8996,2000,"Herndon, Ty",No Mercy,4:43,2000-03-18,wk29,
8997,2000,"Hill, Faith",Breathe,4:04,1999-11-06,wk29,2.0
8998,2000,"Hill, Faith",Let's Make Love,4:11,2000-08-12,wk29,
8999,2000,Hoku,Another Dumb Blonde,3:47,2000-02-19,wk29,
9000,2000,"Hollister, Dave",Can't Stay,6:17,2000-03-25,wk29,
9001,2000,Hot Boys,I Need A Hot Girl,4:16,2000-02-19,wk29,
9002,2000,"Houston, Whitney",Could I Have This Ki...,3:54,2000-06-17,wk29,
9003,2000,"Houston, Whitney",I Learned From The B...,4:18,2000-02-19,wk29,
9004,2000,"Houston, Whitney",My Love Is Your Love,4:16,1999-09-04,wk29,
9005,2000,"Houston, Whitney","Same Script, Differe...",4:45,2000-06-17,wk29,
9006,2000,IMx,Stay The Night,3:37,1999-10-09,wk29,
9007,2000,Ice Cube,You Can Do It,4:20,1999-12-04,wk29,
9008,2000,Ideal,Whatever,3:48,2000-06-10,wk29,
9009,2000,"Iglesias, Enrique",Be With You,3:36,2000-04-01,wk29,
9010,2000,"Iglesias, Enrique",Rhythm Divine,7:35,1999-12-04,wk29,
9011,2000,J-Shin,One Night Stand,4:34,1999-12-25,wk29,
9012,2000,Ja Rule,Between Me And You,4:05,2000-09-16,wk29,
9013,2000,"Jackson, Alan",It Must Be Love,2:53,2000-06-24,wk29,
9014,2000,"Jackson, Alan",Pop A Top,3:04,1999-11-13,wk29,
9015,2000,"Jackson, Alan",www.memory,2:36,2000-11-04,wk29,
9016,2000,Jagged Edge,He Can't Love U,3:30,1999-12-11,wk29,
9017,2000,Jagged Edge,Let's Get Married,4:23,2000-05-06,wk29,
9018,2000,Janet,Doesn't Really Matte...,4:17,2000-06-17,wk29,
9019,2000,Jay-Z,Anything,3:41,2000-02-26,wk29,
9020,2000,Jay-Z,Big Pimpin',3:55,2000-04-22,wk29,
9021,2000,Jay-Z,Do It Again (Put Ya ...,3:47,2000-01-15,wk29,
9022,2000,Jay-Z,Hey Papi,3:40,2000-08-12,wk29,
9023,2000,Jay-Z,I Just Wanna Love U ...,3:50,2000-10-28,wk29,
9024,2000,"Jean, Wyclef",911,4:00,2000-10-07,wk29,
9025,2000,Joe,I Wanna Know,4:57,2000-01-01,wk29,4.0
9026,2000,Joe,Treat Her Like A Lad...,4:12,2000-08-05,wk29,
9027,2000,"John, Elton",Someday Out Of The B...,4:41,2000-04-22,wk29,
9028,2000,"Jones, Donell",Where I Wanna Be,6:22,2000-04-22,wk29,
9029,2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,wk29,18.0
9030,2000,Juvenile,U Understand,3:51,2000-02-05,wk29,
9031,2000,Kandi,Don't Think I'm Not,3:50,2000-08-05,wk29,
9032,2000,"Keith, Toby",Country Comes To Tow...,3:39,2000-08-05,wk29,
9033,2000,"Keith, Toby",How Do You Like Me N...,3:29,2000-01-29,wk29,
9034,2000,Kelis,Caught Out There,4:09,1999-12-04,wk29,
9035,2000,Kenny G,Auld Lang Syne (The ...,7:50,1999-12-25,wk29,
9036,2000,Kid Rock,Only God Knows Why,5:27,2000-02-19,wk29,
9037,2000,"Kravitz, Lenny",I Belong To You,4:17,2000-03-25,wk29,
9038,2000,Kumbia Kings,U Don't Love Me,3:50,2000-03-04,wk29,
9039,2000,LFO,I Don't Wanna Kiss Y...,5:00,2000-04-15,wk29,
9040,2000,LFO,West Side Story,3:27,2000-08-05,wk29,
9041,2000,LL Cool J,Imagine That,4:00,2000-08-12,wk29,
9042,2000,"Larrieux, Amel",Get Up,4:02,2000-03-04,wk29,
9043,2000,"Lawrence, Tracy",Lessons Learned,2:55,2000-01-29,wk29,
9044,2000,"Levert, Gerald",Baby U Are,4:10,2000-08-19,wk29,
9045,2000,"Levert, Gerald",Mr. Too Damn Good,4:06,2000-03-18,wk29,
9046,2000,Lil Bow Wow,Bounce With Me,3:22,2000-08-19,wk29,
9047,2000,Lil Wayne,Tha Block Is Hot,4:13,1999-12-04,wk29,
9048,2000,Lil' Kim,How Many Licks?,3:50,2000-11-25,wk29,
9049,2000,Lil' Kim,No Matter What They ...,4:12,2000-07-15,wk29,
9050,2000,Lil' Mo,Ta Da,4:17,2000-08-12,wk29,
9051,2000,Lil' Zane,Callin' Me,3:43,2000-07-29,wk29,
9052,2000,Limp Bizkit,N 2 Gether Now,3:55,1999-12-04,wk29,
9053,2000,Limp Bizkit,Re-Arranged,4:08,1999-12-04,wk29,
9054,2000,Limp Bizkit,Rollin',4:04,2000-11-11,wk29,
9055,2000,Lonestar,Amazed,4:25,1999-06-05,wk29,
9056,2000,Lonestar,Smile,3:33,1999-12-18,wk29,
9057,2000,Lonestar,What About Now,3:30,2000-06-10,wk29,
9058,2000,"Lopez, Jennifer",Feelin' Good,4:28,2000-02-19,wk29,
9059,2000,"Loveless, Patty",That's The Kind Of M...,3:27,2000-09-16,wk29,
9060,2000,Lox,"Ryde or Die, Chick",3:56,2000-03-18,wk29,
9061,2000,Lucy Pearl,Dance Tonight,3:45,2000-05-20,wk29,
9062,2000,Ludacris,What's Your Fantasy,4:16,2000-09-30,wk29,
9063,2000,M2M,Don't Say You Love M...,3:41,1999-11-20,wk29,
9064,2000,M2M,Mirror Mirror,3:19,2000-04-01,wk29,
9065,2000,Madison Avenue,Don't Call Me Baby,3:44,2000-07-08,wk29,
9066,2000,Madonna,American Pie,4:30,2000-02-19,wk29,
9067,2000,Madonna,Music,3:45,2000-08-12,wk29,
9068,2000,"Martin, Ricky",Private Emotion,4:02,2000-03-11,wk29,
9069,2000,"Martin, Ricky",Shake Your Bon-Bon,3:08,1999-11-20,wk29,
9070,2000,"Martin, Ricky",She Bangs,4:02,2000-10-07,wk29,
9071,2000,Mary Mary,Shackles (Praise You...,3:12,2000-03-25,wk29,
9072,2000,Master P,Souljas,3:33,2000-11-18,wk29,
9073,2000,"McBride, Martina",Love's The Only Hous...,5:13,2000-02-05,wk29,
9074,2000,"McBride, Martina",There You Are,3:26,2000-09-09,wk29,
9075,2000,"McEntire, Reba",I'll Be,4:23,2000-05-13,wk29,
9076,2000,"McEntire, Reba",What Do You Say,3:26,1999-10-30,wk29,
9077,2000,"McGraw, Tim",My Best Friend,4:33,1999-11-27,wk29,
9078,2000,"McGraw, Tim",My Next Thirty Years,3:37,2000-10-21,wk29,
9079,2000,"McGraw, Tim",Some Things Never Ch...,3:56,2000-05-13,wk29,
9080,2000,"McKnight, Brian",Stay Or Let It Go,4:32,2000-02-26,wk29,
9081,2000,"Messina, Jo Dee",Because You Love Me,3:50,2000-01-29,wk29,
9082,2000,"Messina, Jo Dee",That's The Way,3:17,2000-06-24,wk29,
9083,2000,Metallica,I Disappear,4:26,2000-05-13,wk29,
9084,2000,Metallica,No Leaf Clover (Live...,5:43,2000-02-12,wk29,
